extended_rank	name_short	name	inn	country	profile	in_training	actual_score	actual_rank	predicted_score	score_normalized	F1	F2	F3	F4	F5	F1_normalized	F2_normalized	F3_normalized	F4_normalized	F5_normalized	wos_pubs_per100_2021	rnd_revenue_share	grants_per_100_fac	master_share	foreign_faculty_share	ege_budget	ege_paid	ege_min	vsosh_per100	olymp_per100	foreign_students_noncis_share	foreign_students_share_total	revenue_per_faculty	modern_equipment_share	postgrad_per_100	doct_share
550	"Государственное Автономное Образовательное Учреждение Высшего Образования ""Московский Городской Университет Управления Правительства Москвы Имени Ю.М.Лужкова"	"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ГОРОДСКОЙ УНИВЕРСИТЕТ УПРАВЛЕНИЯ ПРАВИТЕЛЬСТВА МОСКВЫ ИМЕНИ Ю.М.ЛУЖКОВА"""	7729026306.0	RU		False			-3.610183153783325	31.08	0.4117906842021744	-4.235341051725479	-1.2515924350180043	0.438475794893366	0.164765619746077	6.3	3.87	2.01	7.46	5.89	411.83	3.3	0.0	17.37	0.0	0.0	64.3	43.83	0.0	0.0	0.12	0.59	5936.44	62.53	0.09	27.17
551	Институт Социальных И Гуманитарных Знаний	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИНСТИТУТ СОЦИАЛЬНЫХ И ГУМАНИТАРНЫХ ЗНАНИЙ"""	1653003129.0	RU		False			-3.757596371826701	30.95	-0.1536077932298202	-3.806765978857115	-0.8209603075639318	0.3459730421845824	0.0139677726275107	4.69	4.32	2.85	7.35	5.56	165.1	3.69	0.0	6.75	0.0	0.0	36.75	36.75	0.0	0.0	0.0	5.24	3117.0	52.88	1.08	24.89
552	Камчатский Государственный Технический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАМЧАТСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"""	4100001140.0	RU		False			-3.7836999313038753	30.93	-0.4278711612223546	-3.4496922896082607	-1.4880758583149354	-1.1699754654206018	0.1620063563404658	3.91	4.7	1.55	5.41	5.89	236.26	2.1	0.0	7.31	0.0	52.99	0.0	42.38	0.0	0.0	0.0	0.49	1234.29	54.53	0.11	9.34
553	"Частное Учреждение Высшего Образования ""Высшая Школа Предпринимательства (Институт)"	"ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВЫСШАЯ ШКОЛА ПРЕДПРИНИМАТЕЛЬСТВА (ИНСТИТУТ)"""	6903013604.0	RU		False			-3.9835127374735073	30.75	-0.0308934684925112	-4.076175158846455	-0.6421659748197847	2.038543798005428	-0.7469148761118211	5.04	4.04	3.2	9.51	3.86	345.32	0.0	0.0	0.0	0.0	0.0	62.42	60.2	0.0	0.0	0.0	14.55	5882.83	0.0	0.0	7.19
554	Верхневолжский Государственный Агробиотехнологический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВЕРХНЕВОЛЖСКИЙ ГОСУДАРСТВЕННЫЙ АГРОБИОТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ"""	3728012857.0	RU		False			-4.2505215170806	30.52	-0.4268992056585321	-3.360977499099196	0.130479974488837	-3.1765331122676184	0.0067392836633191	3.91	4.8	4.7	2.84	5.54	138.63	7.3	0.0	7.62	0.0	59.49	0.0	45.39	0.0	0.0	0.56	15.17	305.11	30.71	0.08	13.92
555	Чурапчинский Государственный Институт Физической Культуры И Спорта	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЧУРАПЧИНСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА"""	1430006870.0	RU		False			-4.435999067983644	30.35	-0.1576883530675647	-3.694022513582424	-1.2961466032877196	-1.7018744770281042	-0.5015264287760259	4.68	4.44	1.92	4.73	4.41	132.33	4.09	0.0	7.14	0.0	46.17	0.0	36.0	0.0	0.0	0.0	0.63	818.51	42.07	0.0	2.26
556	"Религиозная Организация - Духовная Образовательная Организация Высшего Образования Московской Митрополии Русской Православной Церкви ""Коломенская Духовная Семинария"	"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ - ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКОЙ МИТРОПОЛИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ ""КОЛОМЕНСКАЯ ДУХОВНАЯ СЕМИНАРИЯ"""	5022022617.0	RU		False			-4.437165841096906	30.35	-0.5222617463528164	-3.762242020867953	-1.2613675161249691	2.484489523607213	-1.857968324088808	3.64	4.37	1.99	10.0	1.38	0.0	0.0	0.0	1.15	0.0	0.0	67.4	58.3	0.0	0.0	0.0	0.0	13236.84	14.51	0.0	7.14
557	"Научно-Технологический Университет ""Сириус"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""НАУЧНО-ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ ""СИРИУС"""	2367010021.0	RU		False			-4.539469660522549	30.26	1.837055492712561	-5.667090308150136	-0.8511762781607617	2.4621314815891493	0.9756720302046084	10.0	2.34	2.79	10.0	7.7	70.04	55.55	69.18	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	6697.28	100.0	9.28	6.28
558	"Автономная Некоммерческая Организация Высшего Образования ""Институт Стран Востока"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИНСТИТУТ СТРАН ВОСТОКА"""	9702023365.0	RU		False			-4.688027062593122	30.13	-0.2425640604412208	-3.814126025627744	-1.2599861048897902	0.0938622625871985	-0.7988600562579835	4.44	4.32	1.99	7.02	3.74	774.47	0.0	0.0	21.74	0.0	0.0	68.4	67.35	0.0	0.0	0.0	0.0	2622.48	0.0	0.0	24.84
559	Региональный Открытый Социальный Институт	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РЕГИОНАЛЬНЫЙ ОТКРЫТЫЙ СОЦИАЛЬНЫЙ ИНСТИТУТ"""	4629019211.0	RU		False			-4.75755447490171	30.07	0.0322683960512411	-4.126981548053657	-1.2356277063276064	1.1274596322853192	-1.1637419805768137	5.22	3.98	2.04	8.34	2.93	342.47	1.31	0.0	13.78	0.0	0.0	64.8	59.5	0.0	0.0	0.0	1.91	6667.59	0.0	0.0	7.67
560	"Образовательное Учреждение Профсоюзов Высшего Образования ""Академия Труда И Социальных Отношений"	"ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ПРОФСОЮЗОВ ВЫСШЕГО ОБРАЗОВАНИЯ ""АКАДЕМИЯ ТРУДА И СОЦИАЛЬНЫХ ОТНОШЕНИЙ"""	7729111625.0	RU		False			-4.830049637631788	30.0	0.1491348265248341	-4.175189252443413	-0.62897669110302	0.1889631072207449	0.688712791024647	5.55	3.93	3.22	7.14	7.06	220.7	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	1987.11	0.0	0.0	11.36
561	"Религиозная Организация - Духовная Образовательная Организация Высшего Образования ""Николо-Угрешская Духовная Семинария Русской Православной Церкви"	"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ - ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""НИКОЛО-УГРЕШСКАЯ ДУХОВНАЯ СЕМИНАРИЯ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ"""	5056001580.0	RU		False			-4.922085478101984	29.92	-0.5266934034039926	-3.660351547107493	-0.7816681490522832	0.541708706586013	-1.5517226098070438	3.63	4.48	2.92	7.6	2.06	0.0	0.0	0.0	16.67	0.0	0.0	63.0	63.0	0.0	0.0	0.0	5.56	1099.5	3.21	0.0	13.18
562	"Образовательное Частное Учреждение Высшего Образования ""Еврейский Университет"	"ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЕВРЕЙСКИЙ УНИВЕРСИТЕТ"""	7715290332.0	RU		False			-5.0236605298397805	29.83	0.1098051141543609	-4.340957070905211	0.2061320944004404	2.122354541698459	-0.6234425044595404	5.44	3.75	4.85	9.62	4.13	288.59	2.43	0.0	1.18	0.0	0.0	60.14	52.8	0.0	0.0	3.03	9.85	9538.3	0.0	0.0	17.53
563	Негосударственное Технический Университет Угмк	"НЕГОСУДАРСТВЕННОЕ ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ УГМК"""	6686996746.0	RU		False			-5.066534924594073	29.79	0.0132418985682848	-4.185368341656462	-1.13866251933068	1.432551800730098	-0.5267199243473093	5.17	3.92	2.23	8.73	4.35	71.5	8.76	0.0	2.39	0.0	0.0	62.25	53.12	0.0	0.0	0.0	1.41	4616.44	19.43	0.0	12.67
564	Омский Государственный Университет Путей Сообщения	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ОМСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ»	5504004282.0	RU		False			-5.1235381217349385	29.74	0.1873525914673602	-4.115038361634677	1.6877496126138545	-1.7910741847610572	1.0810509345422066	5.66	3.99	7.74	4.61	7.93	467.48	2.89	0.67	8.16	0.0	52.97	55.07	38.92	0.0	0.0	0.22	8.23	1261.27	16.73	0.05	11.22
565	Автономная Некоммерческая Организация Высшего Образования Московский Гуманитарно-Экономический Университет	АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКИЙ ГУМАНИТАРНО-ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ	7737040022.0	RU		False			-5.571919640385488	29.35	0.0110504910421289	-4.225799462988724	-0.4856546715170632	0.9506613673106332	0.4243466949555475	5.16	3.88	3.5	8.12	6.47	166.47	4.28	0.0	0.0	0.0	0.0	58.0	45.85	0.0	0.0	0.0	0.83	4580.96	12.46	0.0	6.59
566	"Религиозная Организация - Духовная Образовательная Организация Высшего Образования ""Екатеринбургская Духовная Семинария Екатеринбургской Епархии Русской Православной Церкви"	"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ - ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЕКАТЕРИНБУРГСКАЯ ДУХОВНАЯ СЕМИНАРИЯ ЕКАТЕРИНБУРГСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ"""	6663072988.0	RU		False			-5.63675745765957	29.29	0.0588617320617728	-4.3847935025294325	-1.1429169197234468	2.53526864636214	-0.9671568030950436	5.3	3.71	2.22	10.0	3.37	102.56	0.0	0.0	10.53	2.63	0.0	48.0	36.0	0.0	0.0	0.0	0.0	5609.96	29.82	0.0	13.91
567	"Образовательное Частное Учреждение Высшего Образования ""Российская Международная Академия Туризма"	"ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКАЯ МЕЖДУНАРОДНАЯ АКАДЕМИЯ ТУРИЗМА"""	5047019736.0	RU		False			-5.690831252803669	29.24	0.3795440592001545	-4.489804062605984	-0.4617974859779033	0.519205944711654	0.0602052814675911	6.21	3.59	3.55	7.57	5.66	518.9	2.62	0.0	0.0	0.0	0.0	27.79	15.52	0.0	0.0	0.0	4.58	2136.79	10.71	0.0	14.63
568	Санкт-Петербургский Медико-Социальный Институт	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ МЕДИКО-СОЦИАЛЬНЫЙ ИНСТИТУТ"""	7839301210.0	RU		False			-5.7959211853725705	29.15	0.1894744326531052	-4.366980853762745	-0.3329458366452503	0.5849503600653209	0.6308163878260912	5.67	3.72	3.8	7.65	6.93	485.27	3.37	0.0	14.85	0.0	0.0	68.07	40.3	0.0	0.0	0.69	8.87	5588.71	100.0	1.35	28.16
569	Ессентукский Институт Управления, Бизнеса И Права	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЕССЕНТУКСКИЙ ИНСТИТУТ УПРАВЛЕНИЯ, БИЗНЕСА И ПРАВА"""	2626015335.0	RU		False			-5.934093187092444	29.03	0.0853449664326239	-4.124818301085632	1.2766604781132007	-1.694190235417381	-0.0945785280283447	5.37	3.98	6.93	4.74	5.31	79.39	9.66	0.0	54.16	0.0	0.0	67.83	56.0	0.0	0.0	0.18	17.57	1305.64	47.94	2.73	31.68
570	"Центросоюза Российской Федерации ""Российский Университет Кооперации"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ЦЕНТРОСОЮЗА РОССИЙСКОЙ ФЕДЕРАЦИИ ""РОССИЙСКИЙ УНИВЕРСИТЕТ КООПЕРАЦИИ"""	5029088494.0	RU		False			-6.211036496686113	28.78	0.713402940248079	-4.796705789881874	-0.7373633522611909	0.2992650653032933	0.4306599251279721	7.16	3.27	3.01	7.29	6.48	2673.15	5.63	126.75	0.0	0.0	0.0	52.43	39.36	0.0	0.0	0.0	1.18	3009.86	36.43	0.0	6.14
571	Институт Управления, Бизнеса И Технологий	ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ИНСТИТУТ УПРАВЛЕНИЯ, БИЗНЕСА И ТЕХНОЛОГИЙ»	4027035142.0	RU		False			-6.240230820528247	28.75	9.319089712154752e-05	-4.221051245988904	-1.3149131045947695	0.3550295857435155	-0.7351974528460383	5.13	3.88	1.89	7.36	3.88	356.25	8.24	0.0	7.64	0.0	0.0	67.7	67.7	0.0	0.0	0.14	5.44	6936.68	92.73	0.0	28.12
572	"Негосударственное Частное Некоммерческое Образовательное Учреждение Высшего Образования ""Армавирский Гуманитарно-Социальный Институт"	"НЕГОСУДАРСТВЕННОЕ ЧАСТНОЕ НЕКОММЕРЧЕСКОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""АРМАВИРСКИЙ ГУМАНИТАРНО-СОЦИАЛЬНЫЙ ИНСТИТУТ"""	2302018015.0	RU		False			-6.330648110388026	28.67	-0.2485123595418336	-3.835356193385586	-1.027010912573361	-1.886290171726976	-1.6996109071180316	4.42	4.29	2.45	4.49	1.73	43.32	21.75	0.0	0.0	0.0	0.0	75.35	75.35	0.0	0.0	0.0	1.19	716.88	0.0	0.0	5.42
573	"Образовательное Частное Учреждение Высшего Образования ""Международный Инновационный Университет"	"ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МЕЖДУНАРОДНЫЙ ИННОВАЦИОННЫЙ УНИВЕРСИТЕТ"""	2320074862.0	RU		False			-6.331122332271342	28.67	0.0054885902334994	-4.204625731504584	0.2047880647982746	-0.4806766026595002	0.5846832673140289	5.14	3.9	4.85	6.29	6.83	374.87	7.47	7.16	40.34	0.0	0.0	67.0	61.93	0.0	0.0	6.56	8.73	3506.4	43.59	1.44	23.78
574	"Образовательное Частное Учреждение Высшего Образования ""Гуманитарно-Социальный Институт"	"ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ГУМАНИТАРНО-СОЦИАЛЬНЫЙ ИНСТИТУТ"""	5027076542.0	RU		False			-6.479938835299855	28.54	0.1504731172216397	-4.291412525174898	-1.164941556649145	-0.5597394798543551	-0.7694502907088506	5.56	3.81	2.18	6.19	3.81	483.94	8.54	0.0	21.18	0.0	0.0	60.42	56.88	0.0	0.0	0.0	3.35	2201.83	100.0	0.0	32.57
575	Дальневосточный Государственный Технический Рыбохозяйственный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ДАЛЬНЕВОСТОЧНЫЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ РЫБОХОЗЯЙСТВЕННЫЙ УНИВЕРСИТЕТ»	2538008586.0	RU		False			-6.525141022552404	28.5	0.1175369645002262	-4.3194552957472965	2.860374226614549	-1.0002191822404525	0.4175291438084912	5.46	3.78	10.0	5.62	6.46	313.29	1.96	0.0	10.19	0.0	50.61	39.7	36.92	0.0	0.0	23.01	12.4	2452.37	15.98	0.04	9.22
576	Воронежский Экономико-Правовой Институт	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОРОНЕЖСКИЙ ЭКОНОМИКО-ПРАВОВОЙ ИНСТИТУТ"""	3666134884.0	RU		False			-6.553004961609183	28.48	-0.0451361051260089	-4.144237712595044	-1.0313519160688878	-0.5762930201340379	-1.0974569792546078	5.0	3.96	2.44	6.17	3.08	42.72	5.55	0.0	0.0	0.0	0.0	65.51	62.8	0.0	0.0	0.0	0.0	2361.13	91.65	0.0	6.15
577	Санкт-Петербургский Институт Экономики И Управления	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ИНСТИТУТ ЭКОНОМИКИ И УПРАВЛЕНИЯ"""	7804038751.0	RU		False			-6.613078349207434	28.42	0.0194424232226366	-4.381811131386797	-1.092657246225197	1.4238595976742403	-0.6342642202369662	5.18	3.71	2.32	8.72	4.11	95.59	3.94	0.0	0.0	0.0	0.0	57.1	53.82	0.0	0.0	0.0	5.6	5580.21	55.63	0.0	26.95
578	"Автономная Некоммерческая Организация Высшего Образования ""Институт Бизнеса И Дизайна"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИНСТИТУТ БИЗНЕСА И ДИЗАЙНА"""	7702472060.0	RU		False			-6.668899279789187	28.37	0.057974313851248	-4.408898909754964	-1.2220016632597108	1.4183286663783587	-1.3754594880215607	5.29	3.68	2.07	8.72	2.46	167.54	2.27	0.0	0.58	0.0	0.0	62.87	51.28	0.0	0.0	0.02	2.01	12558.3	69.05	0.0	5.76
579	Негосударственное Аккредитованное Некоммерческое Академия Маркетинга И Социально-Информационных Технологий – Имсит» (Г. Краснодар)	НЕГОСУДАРСТВЕННОЕ АККРЕДИТОВАННОЕ НЕКОММЕРЧЕСКОЕ ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «АКАДЕМИЯ МАРКЕТИНГА И СОЦИАЛЬНО-ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ – ИМСИТ» (Г. КРАСНОДАР)	2311023830.0	RU		False			-6.745187263135776	28.31	0.0811542940918292	-4.359130653663092	-1.1891938507468556	0.4755693343996707	-0.8957544530713032	5.36	3.73	2.13	7.51	3.53	763.4	2.24	0.0	4.6	0.0	0.0	65.42	51.59	0.0	0.0	0.22	1.23	5452.19	37.15	0.0	13.39
580	"Автономная Некоммерческая Организация Высшего Образования ""Санкт-Петербургская Юридическая Академия"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКАЯ ЮРИДИЧЕСКАЯ АКАДЕМИЯ"""	7811618418.0	RU		False			-6.762450100304157	28.29	-0.2658940053049974	-4.029044485979092	-0.8495597828677892	-0.3097540626897931	-0.5093703392633386	4.37	4.09	2.79	6.51	4.39	180.39	0.2	0.0	34.36	0.0	0.0	67.25	57.85	0.0	0.0	0.23	1.03	2715.84	0.0	0.74	12.16
